year,none,+growth,+level
2016,1.6723331382933178,1.4947563759342648,0.9554171117057132
2017,-0.003109838976205722,-0.26047520590905854,-0.5835511669033848
2018,-3.046330403194708,-2.51374707662315,-2.5478919977107295
2019,-1.1737796723883318,0.026304858517558153,0.9770699428470896
2020,1.956832669577825,-0.3367963348590407,0.808780439469657
2021,-0.9097002919179448,0.005712962494002325,-1.21645793263857
