holdout,n_train,admitted,true_supp,tobit,tobit_sd,icg,icg_sd,blind_bias,n_seeds
2019,1059,40,1.2545666666666666,5.7913,0.4642004847046158,0.7970333333333333,0.3149173277756137,0.4309,3
2019,1059,60,0.8363666666666667,5.7024,0.5165300862486135,1.1524666666666668,0.3466271820462633,0.7474333333333334,3
2019,1059,100,0.0,5.990533333333334,0.4227205499302502,1.9043999999999999,0.4499541754445667,1.3912000000000002,3
2020,1417,40,1.1727333333333332,6.556566666666666,0.406312445457106,0.7438666666666668,0.20391020899732676,4.6938,3
2020,1417,60,0.7818,6.516666666666667,0.32264795572470795,1.2542333333333333,0.2128927977488515,4.932266666666667,3
2020,1417,100,0.0,6.570533333333334,0.37483012596819576,1.6318999999999997,0.18765689435776164,5.648466666666667,3
2021,1783,40,1.3585666666666665,7.8184000000000005,3.7053189349906166,1.2300666666666664,0.8216534143623653,-7.579933333333333,3
2021,1783,60,0.9057,7.7467,3.4619954376053124,1.403933333333333,0.5001721836861115,-7.087866666666667,3
2021,1783,100,0.0,8.100866666666667,3.605709919465699,1.714766666666667,0.6554102404855553,-6.107266666666667,3
