era,hours,exact_pct,within1MW_pct,within50MW_pct,within100MW_pct,excess_pct
pre2022,58306,90.72994202997975,99.75645731142593,99.9193908002607,99.9382567831784,9.187733680924776
2022_2024,26266,53.000076144064565,54.45823498058326,88.77636488235741,96.71819081702581,46.31082007157542
