date,G,Dpub,S,slots,shed,T2M,RH2M,T2M_MAX,trend,cdd,cdd2,cdd_rh,tmax,sin1,cos1,sin2,cos2,weekend,dow1,dow2,dow3,dow4,dow5,dow6,covid,gdp_growth,log_gdp
2023-11-07,232888.0,233641.5,719.5,24,True,22.700566205300774,79.10252702041409,27.586184699407337,8.553045859000685,4.700566205300774,22.095322650415717,3.7182666526604975,27.586184699407337,-0.8035476485339116,0.5952404359043674,-0.9566081051665098,-0.29137764692875745,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.77511237007889,26.501784586080163
2023-11-08,228402.0,229301.0,860.0,24,True,22.398309902551308,79.06956900249511,27.067813657316503,8.555783709787816,4.398309902551308,19.345129998880893,3.477724683341382,27.067813657316503,-0.7931896839451843,0.6089746507720486,-0.9660648215530205,-0.25829974943412287,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.77511237007889,26.501784586080163
2023-11-09,228352.0,228352.0,0.0,24,False,22.489477172356715,79.43672655763851,27.46595947390997,8.558521560574949,4.489477172356715,20.155405281112042,3.5662937052726047,27.46595947390997,-0.7825970017677834,0.6225286602431057,-0.9743781260415392,-0.22491613435184774,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.77511237007889,26.501784586080163
2023-11-10,204520.5,204520.5,0.0,24,False,22.60876687831902,80.2139758220912,27.951093080719897,8.56125941136208,4.60876687831902,21.240732138690447,3.696875149471366,27.951093080719897,-0.7717727365467836,0.6358984534680745,-0.9815381791978468,-0.19126631375382222,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.77511237007889,26.501784586080163
2023-11-11,217611.0,217611.0,0.0,24,False,22.777226608990897,79.65651534832017,28.12982564356615,8.563997262149213,4.7772266089908975,22.821894073650668,3.805372247014869,28.12982564356615,-0.7607200913564104,0.6490800741100398,-0.9875365065492301,-0.15739011478661072,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.77511237007889,26.501784586080163
2023-11-12,228605.0,228605.0,0.0,24,False,22.799098614694028,79.20934999969792,28.22429336104348,8.566735112936344,4.799098614694028,23.03134751355814,3.801334818543647,28.22429336104348,-0.7494423368521954,0.6620696215153815,-0.9923660086146721,-0.12332763253295889,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.77511237007889,26.501784586080163
2023-11-13,229111.0,229111.0,0.0,24,False,22.890980649214917,78.72464056354704,28.114450197253554,8.569472963723477,4.890980649214917,23.921691710994775,3.850406936127083,28.114450197253554,-0.7379428103031386,0.6748632518680403,-0.9960209693076331,-0.08911918255618792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.77511237007889,26.501784586080163
2023-11-14,231436.0,231588.0,146.0,24,True,23.25588733891967,76.4422285120497,28.337602991729245,8.572210814510608,5.2558873389196705,27.624351719416097,4.017717409952862,28.337602991729245,-0.7262249146041543,0.6874571793269664,-0.9984970627014779,-0.054805253183622435,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.77511237007889,26.501784586080163
2023-11-15,233158.5,233364.5,196.5,24,True,23.625781371773108,72.42115591186723,28.685806685475733,8.574948665297741,5.625781371773108,31.649416042989316,4.074255898512586,28.685806685475733,-0.7142921172691032,0.699847677146407,-0.9997913581495419,-0.020426457585556834,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.77511237007889,26.501784586080163
2023-11-16,229824.0,229857.0,0.0,24,False,23.277348465167982,83.28104619901767,27.231341747068385,8.577686516084873,5.277348465167982,27.850406822810857,4.395031013359697,27.231341747068385,-0.7021479494046978,0.7120310787787131,-0.9999023237537765,0.01397651429355571,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.77511237007889,26.501784586080163
2023-11-17,166008.5,166008.5,0.0,24,False,23.231888559293875,91.70456359539156,26.201162859542176,8.580424366872005,5.231888559293875,27.372657896870138,4.797880571097667,26.201162859542176,-0.6897960046655887,0.7240037789593305,-0.9988298281778684,0.04836294389478229,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.77511237007889,26.501784586080163
2023-11-18,191413.5,191413.5,0.0,24,False,23.28076943989657,85.45539103327029,26.91071965829522,8.583162217659138,5.28076943989657,27.886525877345534,4.512702174429051,26.91071965829522,-0.6772399381909491,0.7357622347736527,-0.996575140802686,0.08269213223823901,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.77511237007889,26.501784586080163
2023-11-19,216895.0,216895.0,0.0,24,False,23.634210532675215,83.44556575219153,28.025222839122055,8.58590006844627,5.634210532675215,31.744328326508334,4.7014988546603975,28.025222839122055,-0.6644834655228552,0.7473029667054296,-0.9931409302238695,0.11692344809347308,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.77511237007889,26.501784586080163
2023-11-20,221590.0,221686.0,132.0,24,True,23.70502606888469,82.27712420630365,27.971542867154415,8.588637919233403,5.705026068884688,32.54732244665388,4.693931384698257,27.971542867154415,-0.6515303615068021,0.75862255966641,-0.9885312610933433,0.15101637606963153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.77511237007889,26.501784586080163
2023-11-21,220997.5,220997.5,0.0,24,False,23.45914525473801,81.99324305383543,27.420199005576265,8.591375770020534,5.4591452547380115,29.802266912328548,4.476130237379261,27.420199005576265,-0.6383844591746642,0.7697176640069211,-0.9827515893084885,0.1849305645685428,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.77511237007889,26.501784586080163
2023-11-22,215962.5,216087.5,120.0,24,True,21.63836264446633,81.85977054548312,26.60852074938226,8.594113620807667,3.63836264446633,13.237682732648025,2.978355312372709,26.60852074938226,-0.6250496486104377,0.7805849965070866,-0.9758087555546684,0.2186258735439368,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.77511237007889,26.501784586080163
2023-11-23,212728.0,212728.0,0.0,24,False,21.057747865855504,79.09067742851447,26.365221026685113,8.596851471594798,3.0577478658555037,9.349822011143887,2.4183935011610616,26.365221026685113,-0.6115298757991053,0.7912213413483807,-0.9677109772087535,0.25206242201026163,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.77511237007889,26.501784586080163
2023-11-24,192107.5,192102.5,0.0,24,False,21.805811035324396,76.41142995233291,26.702944182983632,8.59958932238193,3.805811035324396,14.484197636596951,2.908074633375057,26.702944182983632,-0.5978291414589552,0.801623551065242,-0.9584678386132249,0.28520063524489725,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.77511237007889,26.501784586080163
2023-11-25,197763.5,197761.0,0.0,24,False,21.76692006548939,76.71148142554208,27.016267527775597,8.602327173169062,3.7669200654893906,14.189686779786594,2.889660186352911,27.016267527775597,-0.5839514998576998,0.8117885474764613,-0.9480902797323661,0.31800129162788576,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.77511237007889,26.501784586080163
2023-11-26,210404.0,210404.0,0.0,24,False,21.87503742682286,75.82620862357497,27.364623949541752,8.605065023956195,3.8750374268228605,15.015915059277935,2.9382939635043135,27.364623949541752,-0.5699010576127624,0.8217133225960589,-0.936590583203982,0.3504255690637097,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.77511237007889,26.501784586080163
2023-11-27,214811.5,214811.5,0.0,24,False,22.349958918095975,77.87995565570948,27.731254991753413,8.607802874743326,4.349958918095975,18.922142589122707,3.3877460764547256,27.731254991753413,-0.5556819724760489,0.8313949395234058,-0.9239823598019431,0.3824350909302552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.77511237007889,26.501784586080163
2023-11-28,217568.5,217991.5,403.0,24,True,23.167041680008218,74.63187339523812,28.371018589561572,8.61054072553046,5.167041680008218,26.69831972294215,3.856260004902918,28.371018589561572,-0.5412984521036173,0.8408305333122887,-0.9102805323268018,0.41399197150045597,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.77511237007889,26.501784586080163
2023-11-29,216482.5,216924.5,422.0,24,True,22.428904563112077,77.64312361424092,27.38065380641965,8.61327857631759,4.428904563112077,19.61519562915498,3.438739844693867,27.38065380641965,-0.5267547528105542,0.8500173118187018,-0.895501317943504,0.44505886078298396,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.77511237007889,26.501784586080163
2023-11-30,216611.5,216611.5,0.0,24,False,22.314887054971216,78.23914749007692,27.77327283821583,8.616016427104723,4.314887054971216,18.61825029715817,3.3759308469691653,27.77327283821583,-0.5120551783114646,0.8589525565270845,-0.8796622089871292,0.47559898872882833,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.77511237007889,26.501784586080163
2023-12-01,194565.0,194565.0,0.0,24,False,22.059793623846836,78.25914549639626,27.66955734248413,8.618754277891854,4.059793623846836,16.481924268227427,3.177159798939714,27.66955734248413,-0.4972040784469378,0.8676336233547726,-0.8627819522593745,0.5055762087514626,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.77511237007889,26.501784586080163
2023-12-02,203374.5,203657.5,353.0,24,True,22.53341451037016,77.03874059798336,27.585352730436256,8.621492128678987,4.533414510370161,20.551847122834726,3.4924854448754057,27.585352730436256,-0.4822058478963526,0.8760579434344281,-0.8448805268402667,0.5349550405091192,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.77511237007889,26.501784586080163
2023-12-03,214448.0,214972.0,500.0,24,True,22.724591084018538,79.81835297813596,28.083474683276645,8.624229979466119,4.724591084018538,22.321760911187464,3.7710907882154574,28.083474683276645,-0.46706492487743034,0.8842230238742036,-0.8259791204413984,0.5637007118984807,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.77511237007889,26.501784586080163
2023-12-04,214919.5,214919.5,0.0,24,False,22.46352525026733,81.62097968258189,27.668763676347098,8.626967830253252,4.463525250267331,19.92305765977404,3.6431730376476104,27.668763676347098,-0.451785789832884,0.8921264484954345,-0.8061001043286312,0.5917792002101544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.77511237007889,26.501784586080163
2023-12-05,212994.5,212994.5,0.0,24,False,22.60604175854715,80.18523455954762,26.469208448372733,8.629705681040383,4.60604175854715,21.21562068148012,3.693365388001744,26.469208448372733,-0.4363729641045924,0.8997658785476209,-0.7852670068439961,0.6191572723971441,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.77511237007889,26.501784586080163
2023-12-06,212148.5,212178.5,0.0,24,False,22.31459797127891,83.2635775692804,25.847947717235673,8.632443531827516,4.314597971278911,18.61575565376409,3.592488628618414,25.847947717235673,-0.42083100859565564,0.9071390534005044,-0.7635044855580851,0.6458025244087264,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.77511237007889,26.501784586080163
2023-12-07,201470.5,201470.5,0.0,24,False,21.283879702518686,91.06198534342658,23.388830676099396,8.635181382614647,3.2838797025186857,10.783865900614211,2.990366053403326,23.388830676099396,-0.4051645224207563,0.9142437912130223,-0.7408382980859317,0.6716834195431209,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.77511237007889,26.501784586080163
2023-12-08,180775.83333333334,180775.83333333334,0.0,24,False,21.341658742289596,90.45798849706688,25.05034303389861,8.63791923340178,3.341658742289596,11.166683149920484,3.022797280711552,25.05034303389861,-0.3893781415452015,0.9210779895789526,-0.717295271600886,0.6967693257736101,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.77511237007889,26.501784586080163
2023-12-09,189612.66666666666,189612.66666666666,0.0,24,False,20.102194740307993,87.44954181594098,24.692520556055655,8.640657084188911,2.1021947403079935,4.419222726178592,1.8383596684781507,24.692520556055655,-0.37347653741307074,0.9276396261490467,-0.6929032710826029,0.7210305520038863,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.77511237007889,26.501784586080163
2023-12-10,198584.0,198584.0,0.0,24,False,18.69111476954864,81.11791944321936,23.85790488330927,8.643394934976044,0.6911147695486406,0.4776396246882706,0.5606179220226575,23.85790488330927,-0.3574644155648614,0.9339267592294762,-0.6676911663366994,0.7444383832097441,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.77511237007889,26.501784586080163
2023-12-11,197599.5,197599.5,0.0,24,False,18.132271345976086,80.30087335294793,23.68688719996617,8.646132785763175,0.13227134597608625,0.017495708966325508,0.10621504601449662,23.68688719996617,-0.34134651424503615,0.9399375283564133,-0.641688797825113,0.7669651144255266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.77511237007889,26.501784586080163
2023-12-12,198711.5,198711.5,0.0,24,False,18.639304326286982,79.29697226367333,24.36913746125916,8.648870636550308,0.6393043262869824,0.40871002160925246,0.5069489742962521,24.36913746125916,-0.3251276029999093,0.9456701548465688,-0.6149269413476359,0.7885840835350667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.77511237007889,26.501784586080163
2023-12-13,198283.5,198283.5,0.0,24,False,17.95550068570531,77.80800263407502,23.765008488246348,8.65160848733744,0.0,0.0,0.0,23.765008488246348,-0.30881248126625377,0.9511229423235357,-0.587437271616382,0.8092697028283593,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.77511237007889,26.501784586080163
2023-12-14,197385.5,197385.5,0.0,24,False,16.930328776061334,72.56432187671804,22.33760722074878,8.654346338124572,0.0,0.0,0.0,22.33760722074878,-0.29240597695107734,0.9562942772197719,-0.5592523247663436,0.828997489286572,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.77511237007889,26.501784586080163
2023-12-15,175866.0,175866.0,0.0,24,False,16.720867855222536,76.11263685409278,22.841841738006195,8.657084188911705,0.0,0.0,0.0,22.841841738006195,-0.27591294500296043,0.9611826292540837,-0.5304054598463659,0.8477440935595867,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.77511237007889,26.501784586080163
2023-12-16,166300.5,166300.5,0.0,24,False,17.021496529183256,77.63835074279707,22.974481310754395,8.659822039698836,0.0,0.0,0.0,22.974481310754395,-0.2593382659754056,0.9657865518844574,-0.5009308193361626,0.8654873276017395,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.77511237007889,26.501784586080163
2023-12-17,185673.0,185673.0,0.0,24,False,17.53188940509778,74.29537828579714,23.69517166798572,8.66255989048597,0.0,0.0,0.0,23.69517166798572,-0.2426868445825954,0.9701046827361175,-0.4708632887360563,0.8822061909330864,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.77511237007889,26.501784586080163
2023-12-18,196005.5,196005.5,0.0,24,False,17.35976510817228,77.35803048518936,23.27530252593295,8.6652977412731,0.0,0.0,0.0,23.27530252593295,-0.22596360824801906,0.974135744004672,-0.4402384552773285,0.8978808954950716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.77511237007889,26.501784586080163
2023-12-19,197446.5,197446.5,0.0,24,False,17.52393921086496,79.79041951873758,23.59740724853948,8.668035592060233,0.0,0.0,0.0,23.59740724853948,-0.20917350564635637,0.9778785428342386,-0.40909256580197667,0.9124928890712274,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.77511237007889,26.501784586080163
2023-12-20,199378.0,199378.0,0.0,24,False,17.98542800698392,78.67928444989519,24.108589924058894,8.670773442847365,0.0,0.0,0.0,24.108589924058894,-0.19232150523909483,0.9813319716704275,-0.3774624838618108,0.9260248772451376,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.77511237007889,26.501784586080163
2023-12-21,202379.0,202369.0,0.0,24,False,19.01313938244232,77.38713882662832,24.510909601686777,8.673511293634498,1.0131393824423185,1.0264514082556024,0.7840395803978818,24.510909601686777,-0.17541259380427843,0.9844950085880858,-0.345385646087603,0.9384608438697104,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.77511237007889,26.501784586080163
2023-12-22,183236.5,185936.5,0.0,24,False,19.54387354023308,79.34001588903052,24.59326123861941,8.676249144421629,1.5438735402330792,2.3835455082318213,1.2249095121274631,24.59326123861941,-0.15845177496083632,0.9873667175937016,-0.3129000178799537,0.949786070023521,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.77511237007889,26.501784586080163
2023-12-23,191815.0,191815.0,0.0,24,False,19.943978782404866,81.70111458830496,24.44170218036164,8.678986995208762,1.9439787824048658,3.7790535064403046,1.588252332584935,24.44170218036164,-0.14144406768794202,0.9899462489023779,-0.2800440484743445,0.9599871514317777,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.77511237007889,26.501784586080163
