alpha_min,upper_pp_2022,upper_mUSD_2022,upper_pp_2023,upper_mUSD_2023,upper_pp_2024,upper_mUSD_2024,upper_pp_2025,upper_mUSD_2025,lower_pp_2022,lower_mUSD_2022,lower_pp_2023,lower_mUSD_2023,lower_pp_2024,lower_mUSD_2024,lower_pp_2025,lower_mUSD_2025
0.2,10.682998902240158,6908.840778688525,14.864012877500867,10111.723155737705,11.31442756148278,8161.854713114753,1.8426146316189718,1419.6725409836063,2.136599780448032,1381.7681557377052,2.972802575500174,2022.3446311475411,2.262885512296556,1632.3709426229507,0.3685229263237944,283.9345081967213
0.3,7.121999268160106,4605.893852459017,9.909341918333913,6741.1487704918045,7.542951707655187,5441.236475409836,1.228409754412648,946.4483606557379,2.136599780448032,1381.7681557377052,2.972802575500174,2022.3446311475411,2.262885512296556,1632.3709426229507,0.3685229263237944,283.9345081967213
0.5,4.273199560896064,2763.5363114754105,5.945605151000348,4044.6892622950822,4.525771024593112,3264.7418852459014,0.7370458526475888,567.8690163934426,2.136599780448032,1381.7681557377052,2.972802575500174,2022.3446311475411,2.262885512296556,1632.3709426229507,0.3685229263237944,283.9345081967213
0.7,3.0522854006400455,1973.9545081967212,4.2468608221431055,2889.0637587822016,3.2326935889950805,2331.9584894613586,0.5264613233197063,405.6207259953161,2.136599780448032,1381.7681557377052,2.972802575500174,2022.3446311475411,2.262885512296556,1632.3709426229507,0.3685229263237944,283.9345081967213
1.0,2.136599780448032,1381.7681557377052,2.972802575500174,2022.3446311475411,2.262885512296556,1632.3709426229507,0.3685229263237944,283.9345081967213,2.136599780448032,1381.7681557377052,2.972802575500174,2022.3446311475411,2.262885512296556,1632.3709426229507,0.3685229263237944,283.9345081967213
